SOURCE TYPE,Source,Source Name,EDGE TYPE,TARGET TYPE,Target,Target Name, Weight
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,110,"David H. Koch",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,111,"David M. Rubenstein",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,112,"Diane M. Coffey",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,113,"Edward P. Gilligan",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,114,"Efraim Grinberg",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,115,"Elizabeth Rohatyn",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,116,"Elliot S. Jaffe",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,117,"Gary W. Parr",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,118,"Gayfryd Steinberg",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,119,"George Walker",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,120,"Guoqing Chen",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,121,"Harold Ford, Jr.",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,122,"Honorable Judith S. Kaye",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,123,"Indra Nooyi",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,124,"Ingeborg Rennert",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,125,"J. Tomilson Hill",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,126,"James G. Dinan",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,127,"James P. O\Shaughnessy",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,128,"Jay S. Fishman",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,129,"Jed Bernstein",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,130,"Jim Herbert",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,131,"Jim Rosenthal",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,132,"Joel S. Ehrenkranz",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,133,"John B. Hess",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,134,"John Wren",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,135,"Joseph R. Perella",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,136,"Julian H. Robertson",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,137,"Julian Robertson",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,138,"Katherine Farley",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,139,"Keith T. Banks",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,140,"Kevin W. Kennedy",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,141,"Laurie M. Tisch",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,142,"Max R. Shulman",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,143,"Michael Lynton",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,144,"Mimi Haas",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,145,"Motomu Takahashi",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,146,"Mr. Mitsuhiko Kawai",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,147,"Mrs. Ingeborg Hanna Rennert",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,148,"Ms. Diane M. Coffey",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,149,"Peter Frelinghuysen",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,150,"Peter S. Kraus",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,151,"Philip L. Milstein",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,152,"Ralph Schlosstein",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,153,"Renée Belfer",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,154,"Reynold Levy",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,155,"Richard K. DeScherer",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,156,"Richard S. Braddock",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,157,"Rita E. Hauser",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,158,"Robert A. Iger",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,159,"Robert Appel",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,160,"Ronnie Ackman",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,161,"Roy Furman",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,162,"Shelly Lazarus",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,163,"Sheryl J. Kaye Kevin W. Kennedy",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,164,"Shiqiang Wu",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,165,"Sir Deryck C. Maughan",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,166,"Somesh Khanna",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,167,"Stephen M. Ross",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,168,"Steven A. Kandarian",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,169,"Steven R. Swartz",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,170,"Thomas A. Renyi",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,171,"Thomas H. Lee",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,172,"William B. Harrison, Jr.",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,173,"William C. Morris",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,174,"William E. Ford",1
INSTITUTION,2,"Lincoln Center",Board Member Of,BOARD MEMBER,175,"William R. Miller, CBE",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,176,"Ann Ziff",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,177,"Kevin W. Kennedy",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,178,"Mercedes T. Bass",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,179,"William C. Morris",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,180,"Judith-Ann Corrente",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,181,"Betsy Cohen",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,182,"Frayda B. Lindemann",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,183,"Christine F. Hunter",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,184,"James W. Kinnear",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,185,"Paul M. Montrone",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,186,"Mrs. Ezra K. Zilkha",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,187,"Frank A. Bennack, Jr.",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,188,"Susan S. Braddock",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,189,"Leonard S. Coleman, Jr.",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,190,"Edgar Foster Daniels",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,191,"Rena De Sisto",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,192,"Jerry del Missier",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,193,"Mrs. Paul Desmarais Sr.",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,194,"Misook Doolittle",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,195,"Stephanie T. Foster",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,196,"Marina Kellen French",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,197,"Beth W. Glynn",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,198,"Joan Granlund",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,199,"Eugene P. Grisanti",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,200,"Eckkehart Hassel-Weiler",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,201,"Rolf Heitmeyer",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,202,"Marlene Hess",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,203,"Agnes Hsu-Tang",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,204,"Christine F. Hunter",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,205,"Frederick Iseman",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,206,"John J. Noffo Kahn",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,207,"James W. Kinnear",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,208,"Bruce Kovner",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,209,"Camille D. LaBarre",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,210,"Mrs. Walter J. Laughery, Jr.",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,211,"Harry T. Lee",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,212,"Jeanette Lerman-Neubauer",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,213,"Dafna Meitar-Nechmad",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,214,"Mrs. Corbin R. Miller",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,215,"William R. Miller",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,216,"Vivian Milstein",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,217,"Elena A. Prokupets",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,218,"Laura J. Sloate",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,219,"Howard Solomon",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,220,"Hon. David A. Straz, Jr.",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,221,"Ambassador Nicholas F. Taubman\",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,222,"Mrs. Wilmer J. Thomas, Jr.",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,223,"Robert I. Toll",1
INSTITUTION,3,"Metropolitan Opera",Board Member Of,BOARD MEMBER,224,"Robert L. Turner\",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,225,"Daniel Brodsky",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,226,"Russell L. Carson",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,227,"Richard L. Chilton,  Jr.",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,228,"Lulu C. Wang",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,229,"J. Tomilson Hill",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,230,"Denis P. Kelleher",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,231,"William C. Rudin",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,232,"Alejandro Santo Domingo",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,233,"Andrew M. Saul",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,234,"Anna Wintour",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,235,"Candace K. Beinecke",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,236,"Leon D. Black",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,237,"Wellington Z. Chen",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,238,"Hamilton E. James",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,239,"Joyce Frank Menschel",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,240,"Jeffrey M. Peek",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,241,"Sir Paul Ruddock",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,242,"Shelby White",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,243,"Daniel Brodsky",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,244,"Russell L. Carson",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,245,"Mark Fisch",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,246,"Marina Kellen French",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,247,"Philip H. Isles",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,248,"Ann G. Tenenbaum",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,249,"Jeffrey W. Greenberg",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,250,"Bonnie B. Himmelman",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,251,"Bonnie J. Sacerdote",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,252,"James E. Shipp",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,253,"Andrew Solomon",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,254,"Barrie A. Wigmore",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,255,"Charles N. Atkins",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,256,"Bijan Mossavar-Rahmani",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,257,"John A. Paulson",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,258,"Samantha Boardman Rosen",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,259,"Stephen M. Cutler",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,260,"Plácido Arango",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,261,"Renée E. Belfer",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,262,"Mrs. Jackson Burke",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,263,"Walter Burke",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,264,"Mrs. B. Gerald Cantor",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,265,"Michel David-Weill",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,266,"S. Parker Gilbert",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,267,"Conrad K. Harper",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,268,"Mrs. Henry J. Heinz II",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,269,"Sir Joseph Hotung",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,270,"James R. Houghton",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,271,"Mrs. Herbert Irving",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,272,"Henry A. Kissinger",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,273,"David H. Koch",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,274,"Barnabas McHenry",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,275,"Mary R. Morgan",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,276,"George B. Munroe",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,277,"Eliot C. Nolen",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,278,"Robert M. Pennoyer",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,279,"Mrs. Milton Petrie",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,280,"Cynthia Hazen Polsky",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,281,"Annette de la Renta",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,282,"Frank E. Richardson",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,283,"E. John Rosenwald, Jr.",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,284,"James J. Ross",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,285,"Henry B. Schacht",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,286,"David T. Schiff",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,287,"Muriel Silberstein-Storfer",1
INSTITUTION,4,"Metropolitan Museum of Art",Board Member Of,BOARD MEMBER,288,"Carl Spielvogel",1
